"Tabela 9606 - População residente, por cor ou raça, segundo o sexo e a idade"
"Variável - População residente (Pessoas)"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Ano x Cor ou raça x Sexo"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"2022"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";;;"Branca";;;"Preta";;;"Amarela";;;"Parda";;;"Indígena"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"Paracambi (RJ)";"59 anos";"554";"260";"294";"245";"112";"133";"90";"40";"50";"1";"1";"-";"218";"107";"111";"-";"-";"-"
"Paracambi (RJ)";"60 a 64 anos";"2494";"1137";"1357";"1083";"459";"624";"398";"186";"212";"1";"1";"-";"1011";"491";"520";"1";"-";"1"
"Paracambi (RJ)";"60 anos";"562";"273";"289";"230";"97";"133";"102";"55";"47";"1";"1";"-";"228";"120";"108";"1";"-";"1"
"Paracambi (RJ)";"61 anos";"471";"208";"263";"211";"90";"121";"69";"35";"34";"-";"-";"-";"191";"83";"108";"-";"-";"-"
"Paracambi (RJ)";"62 anos";"536";"236";"300";"249";"96";"153";"74";"25";"49";"-";"-";"-";"213";"115";"98";"-";"-";"-"
"Paracambi (RJ)";"63 anos";"471";"198";"273";"195";"81";"114";"80";"35";"45";"-";"-";"-";"196";"82";"114";"-";"-";"-"
"Paracambi (RJ)";"64 anos";"454";"222";"232";"198";"95";"103";"73";"36";"37";"-";"-";"-";"183";"91";"92";"-";"-";"-"
"Paracambi (RJ)";"65 a 69 anos";"1947";"907";"1040";"892";"415";"477";"283";"142";"141";"2";"-";"2";"768";"350";"418";"2";"-";"2"
"Paracambi (RJ)";"65 anos";"492";"240";"252";"229";"110";"119";"76";"41";"35";"-";"-";"-";"187";"89";"98";"-";"-";"-"
"Paracambi (RJ)";"66 anos";"383";"176";"207";"180";"84";"96";"61";"26";"35";"-";"-";"-";"141";"66";"75";"1";"-";"1"
"Paracambi (RJ)";"67 anos";"365";"167";"198";"152";"71";"81";"57";"32";"25";"-";"-";"-";"155";"64";"91";"1";"-";"1"
"Paracambi (RJ)";"68 anos";"410";"185";"225";"173";"75";"98";"59";"28";"31";"1";"-";"1";"177";"82";"95";"-";"-";"-"
"Paracambi (RJ)";"69 anos";"297";"139";"158";"158";"75";"83";"30";"15";"15";"1";"-";"1";"108";"49";"59";"-";"-";"-"
"Paracambi (RJ)";"70 a 74 anos";"1395";"623";"772";"655";"276";"379";"190";"85";"105";"1";"1";"-";"548";"261";"287";"1";"-";"1"
"Paracambi (RJ)";"70 anos";"325";"146";"179";"149";"52";"97";"51";"27";"24";"-";"-";"-";"124";"67";"57";"1";"-";"1"
"Paracambi (RJ)";"71 anos";"295";"139";"156";"131";"58";"73";"34";"18";"16";"1";"1";"-";"129";"62";"67";"-";"-";"-"
"Paracambi (RJ)";"72 anos";"287";"131";"156";"140";"72";"68";"39";"13";"26";"-";"-";"-";"108";"46";"62";"-";"-";"-"
"Paracambi (RJ)";"73 anos";"235";"96";"139";"114";"39";"75";"33";"15";"18";"-";"-";"-";"88";"42";"46";"-";"-";"-"
"Paracambi (RJ)";"74 anos";"253";"111";"142";"121";"55";"66";"33";"12";"21";"-";"-";"-";"99";"44";"55";"-";"-";"-"
"Paracambi (RJ)";"75 a 79 anos";"880";"377";"503";"443";"188";"255";"120";"55";"65";"2";"1";"1";"312";"131";"181";"3";"2";"1"
"Paracambi (RJ)";"75 anos";"233";"106";"127";"115";"52";"63";"33";"15";"18";"1";"1";"-";"83";"38";"45";"1";"-";"1"
"Paracambi (RJ)";"76 anos";"180";"71";"109";"84";"35";"49";"23";"11";"12";"1";"-";"1";"72";"25";"47";"-";"-";"-"
"Paracambi (RJ)";"77 anos";"160";"67";"93";"81";"33";"48";"24";"8";"16";"-";"-";"-";"54";"25";"29";"1";"1";"-"
"Paracambi (RJ)";"78 anos";"170";"66";"104";"92";"34";"58";"16";"5";"11";"-";"-";"-";"61";"26";"35";"1";"1";"-"
"Paracambi (RJ)";"79 anos";"137";"67";"70";"71";"34";"37";"24";"16";"8";"-";"-";"-";"42";"17";"25";"-";"-";"-"
"Paracambi (RJ)";"80 a 84 anos";"585";"228";"357";"296";"103";"193";"82";"41";"41";"-";"-";"-";"204";"84";"120";"3";"-";"3"
"Paracambi (RJ)";"80 anos";"131";"45";"86";"70";"18";"52";"14";"7";"7";"-";"-";"-";"46";"20";"26";"1";"-";"1"
"Paracambi (RJ)";"81 anos";"115";"46";"69";"50";"15";"35";"18";"7";"11";"-";"-";"-";"47";"24";"23";"-";"-";"-"
"Paracambi (RJ)";"82 anos";"130";"59";"71";"69";"33";"36";"20";"9";"11";"-";"-";"-";"41";"17";"24";"-";"-";"-"
"Paracambi (RJ)";"83 anos";"108";"35";"73";"55";"15";"40";"16";"7";"9";"-";"-";"-";"35";"13";"22";"2";"-";"2"
"Paracambi (RJ)";"84 anos";"101";"43";"58";"52";"22";"30";"14";"11";"3";"-";"-";"-";"35";"10";"25";"-";"-";"-"
"Paracambi (RJ)";"85 a 89 anos";"314";"126";"188";"160";"62";"98";"42";"19";"23";"-";"-";"-";"111";"45";"66";"1";"-";"1"
"Paracambi (RJ)";"85 anos";"86";"39";"47";"39";"20";"19";"16";"5";"11";"-";"-";"-";"30";"14";"16";"1";"-";"1"
"Paracambi (RJ)";"86 anos";"82";"34";"48";"46";"18";"28";"9";"6";"3";"-";"-";"-";"27";"10";"17";"-";"-";"-"
"Paracambi (RJ)";"87 anos";"65";"26";"39";"32";"11";"21";"7";"4";"3";"-";"-";"-";"26";"11";"15";"-";"-";"-"
"Paracambi (RJ)";"88 anos";"44";"13";"31";"23";"7";"16";"6";"2";"4";"-";"-";"-";"15";"4";"11";"-";"-";"-"
"Paracambi (RJ)";"89 anos";"37";"14";"23";"20";"6";"14";"4";"2";"2";"-";"-";"-";"13";"6";"7";"-";"-";"-"
"Paracambi (RJ)";"90 a 94 anos";"109";"37";"72";"64";"19";"45";"15";"6";"9";"-";"-";"-";"30";"12";"18";"-";"-";"-"
"Paracambi (RJ)";"90 anos";"27";"9";"18";"17";"5";"12";"2";"-";"2";"-";"-";"-";"8";"4";"4";"-";"-";"-"
"Paracambi (RJ)";"91 anos";"29";"11";"18";"19";"6";"13";"7";"4";"3";"-";"-";"-";"3";"1";"2";"-";"-";"-"
"Paracambi (RJ)";"92 anos";"31";"12";"19";"12";"5";"7";"5";"2";"3";"-";"-";"-";"14";"5";"9";"-";"-";"-"
"Paracambi (RJ)";"93 anos";"12";"4";"8";"10";"3";"7";"-";"-";"-";"-";"-";"-";"2";"1";"1";"-";"-";"-"
"Paracambi (RJ)";"94 anos";"10";"1";"9";"6";"-";"6";"1";"-";"1";"-";"-";"-";"3";"1";"2";"-";"-";"-"
"Paracambi (RJ)";"95 a 99 anos";"25";"5";"20";"11";"3";"8";"3";"-";"3";"-";"-";"-";"11";"2";"9";"-";"-";"-"
"Paracambi (RJ)";"95 anos";"6";"-";"6";"2";"-";"2";"-";"-";"-";"-";"-";"-";"4";"-";"4";"-";"-";"-"
"Paracambi (RJ)";"96 anos";"6";"2";"4";"3";"2";"1";"2";"-";"2";"-";"-";"-";"1";"-";"1";"-";"-";"-"
"Paracambi (RJ)";"97 anos";"8";"2";"6";"4";"-";"4";"-";"-";"-";"-";"-";"-";"4";"2";"2";"-";"-";"-"
"Paracambi (RJ)";"98 anos";"3";"1";"2";"1";"1";"-";"-";"-";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Paracambi (RJ)";"99 anos";"2";"-";"2";"1";"-";"1";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paracambi (RJ)";"100 anos ou mais";"8";"1";"7";"5";"-";"5";"1";"1";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Paraíba do Sul (RJ)";"Total";"42063";"19787";"22276";"17472";"8072";"9400";"7994";"3788";"4206";"25";"16";"9";"16557";"7901";"8656";"12";"8";"4"
"Paraíba do Sul (RJ)";"0 a 4 anos";"2429";"1209";"1220";"962";"477";"485";"364";"180";"184";"-";"-";"-";"1103";"552";"551";"-";"-";"-"
"Paraíba do Sul (RJ)";"Menos de 1 ano";"441";"210";"231";"167";"73";"94";"55";"23";"32";"-";"-";"-";"219";"114";"105";"-";"-";"-"
"Paraíba do Sul (RJ)";"Menos de 1 mês";"37";"15";"22";"10";"4";"6";"8";"3";"5";"-";"-";"-";"19";"8";"11";"-";"-";"-"
"Paraíba do Sul (RJ)";"1 mês";"42";"20";"22";"15";"5";"10";"8";"3";"5";"-";"-";"-";"19";"12";"7";"-";"-";"-"
"Paraíba do Sul (RJ)";"2 meses";"35";"15";"20";"13";"4";"9";"4";"1";"3";"-";"-";"-";"18";"10";"8";"-";"-";"-"
"Paraíba do Sul (RJ)";"3 meses";"34";"23";"11";"14";"8";"6";"5";"3";"2";"-";"-";"-";"15";"12";"3";"-";"-";"-"
"Paraíba do Sul (RJ)";"4 meses";"34";"15";"19";"11";"3";"8";"4";"2";"2";"-";"-";"-";"19";"10";"9";"-";"-";"-"
"Paraíba do Sul (RJ)";"5 meses";"29";"11";"18";"16";"4";"12";"1";"1";"-";"-";"-";"-";"12";"6";"6";"-";"-";"-"
"Paraíba do Sul (RJ)";"6 meses";"37";"17";"20";"15";"9";"6";"6";"4";"2";"-";"-";"-";"16";"4";"12";"-";"-";"-"
"Paraíba do Sul (RJ)";"7 meses";"31";"15";"16";"17";"9";"8";"3";"1";"2";"-";"-";"-";"11";"5";"6";"-";"-";"-"
"Paraíba do Sul (RJ)";"8 meses";"39";"19";"20";"16";"8";"8";"2";"1";"1";"-";"-";"-";"21";"10";"11";"-";"-";"-"
"Paraíba do Sul (RJ)";"9 meses";"33";"18";"15";"14";"9";"5";"5";"1";"4";"-";"-";"-";"14";"8";"6";"-";"-";"-"
"Paraíba do Sul (RJ)";"10 meses";"44";"19";"25";"11";"4";"7";"4";"2";"2";"-";"-";"-";"29";"13";"16";"-";"-";"-"
"Paraíba do Sul (RJ)";"11 meses";"46";"23";"23";"15";"6";"9";"5";"1";"4";"-";"-";"-";"26";"16";"10";"-";"-";"-"
"Paraíba do Sul (RJ)";"1 ano";"451";"216";"235";"180";"80";"100";"82";"38";"44";"-";"-";"-";"189";"98";"91";"-";"-";"-"
"Paraíba do Sul (RJ)";"2 anos";"493";"260";"233";"194";"116";"78";"67";"38";"29";"-";"-";"-";"232";"106";"126";"-";"-";"-"
"Paraíba do Sul (RJ)";"3 anos";"533";"246";"287";"220";"96";"124";"78";"39";"39";"-";"-";"-";"235";"111";"124";"-";"-";"-"
"Paraíba do Sul (RJ)";"4 anos";"511";"277";"234";"201";"112";"89";"82";"42";"40";"-";"-";"-";"228";"123";"105";"-";"-";"-"
"Paraíba do Sul (RJ)";"5 a 9 anos";"2769";"1392";"1377";"1044";"519";"525";"453";"237";"216";"1";"-";"1";"1270";"635";"635";"1";"1";"-"
"Paraíba do Sul (RJ)";"5 anos";"548";"256";"292";"211";"96";"115";"81";"36";"45";"-";"-";"-";"256";"124";"132";"-";"-";"-"
"Paraíba do Sul (RJ)";"6 anos";"552";"287";"265";"198";"101";"97";"96";"46";"50";"1";"-";"1";"256";"139";"117";"1";"1";"-"
"Paraíba do Sul (RJ)";"7 anos";"589";"309";"280";"231";"112";"119";"84";"46";"38";"-";"-";"-";"274";"151";"123";"-";"-";"-"
"Paraíba do Sul (RJ)";"8 anos";"531";"269";"262";"206";"109";"97";"92";"50";"42";"-";"-";"-";"233";"110";"123";"-";"-";"-"
"Paraíba do Sul (RJ)";"9 anos";"549";"271";"278";"198";"101";"97";"100";"59";"41";"-";"-";"-";"251";"111";"140";"-";"-";"-"
"Paraíba do Sul (RJ)";"10 a 14 anos";"2800";"1374";"1426";"1049";"496";"553";"527";"263";"264";"-";"-";"-";"1224";"615";"609";"-";"-";"-"
"Paraíba do Sul (RJ)";"10 anos";"527";"248";"279";"186";"78";"108";"101";"47";"54";"-";"-";"-";"240";"123";"117";"-";"-";"-"
"Paraíba do Sul (RJ)";"11 anos";"580";"288";"292";"228";"108";"120";"108";"56";"52";"-";"-";"-";"244";"124";"120";"-";"-";"-"
"Paraíba do Sul (RJ)";"12 anos";"555";"288";"267";"218";"127";"91";"93";"47";"46";"-";"-";"-";"244";"114";"130";"-";"-";"-"
"Paraíba do Sul (RJ)";"13 anos";"571";"276";"295";"215";"89";"126";"105";"54";"51";"-";"-";"-";"251";"133";"118";"-";"-";"-"
"Paraíba do Sul (RJ)";"14 anos";"567";"274";"293";"202";"94";"108";"120";"59";"61";"-";"-";"-";"245";"121";"124";"-";"-";"-"
"Paraíba do Sul (RJ)";"15 a 19 anos";"2704";"1337";"1367";"949";"459";"490";"558";"271";"287";"2";"1";"1";"1193";"604";"589";"2";"2";"-"
"Paraíba do Sul (RJ)";"15 anos";"535";"260";"275";"197";"92";"105";"87";"42";"45";"-";"-";"-";"251";"126";"125";"-";"-";"-"
"Paraíba do Sul (RJ)";"16 anos";"577";"269";"308";"204";"89";"115";"116";"53";"63";"-";"-";"-";"257";"127";"130";"-";"-";"-"
"Paraíba do Sul (RJ)";"17 anos";"555";"268";"287";"184";"84";"100";"127";"56";"71";"1";"-";"1";"243";"128";"115";"-";"-";"-"
"Paraíba do Sul (RJ)";"18 anos";"552";"291";"261";"193";"105";"88";"110";"59";"51";"1";"1";"-";"247";"125";"122";"1";"1";"-"
"Paraíba do Sul (RJ)";"19 anos";"485";"249";"236";"171";"89";"82";"118";"61";"57";"-";"-";"-";"195";"98";"97";"1";"1";"-"
"Paraíba do Sul (RJ)";"20 a 24 anos";"3032";"1524";"1508";"1117";"544";"573";"605";"320";"285";"1";"1";"-";"1307";"657";"650";"2";"2";"-"
"Paraíba do Sul (RJ)";"20 anos";"556";"292";"264";"205";"115";"90";"108";"53";"55";"-";"-";"-";"243";"124";"119";"-";"-";"-"
"Paraíba do Sul (RJ)";"21 anos";"594";"314";"280";"212";"108";"104";"103";"63";"40";"-";"-";"-";"278";"142";"136";"1";"1";"-"
"Paraíba do Sul (RJ)";"22 anos";"653";"314";"339";"234";"107";"127";"135";"59";"76";"1";"1";"-";"282";"146";"136";"1";"1";"-"
"Paraíba do Sul (RJ)";"23 anos";"633";"318";"315";"231";"112";"119";"141";"76";"65";"-";"-";"-";"261";"130";"131";"-";"-";"-"
"Paraíba do Sul (RJ)";"24 anos";"596";"286";"310";"235";"102";"133";"118";"69";"49";"-";"-";"-";"243";"115";"128";"-";"-";"-"
"Paraíba do Sul (RJ)";"25 a 29 anos";"2860";"1392";"1468";"1035";"492";"543";"652";"325";"327";"3";"1";"2";"1169";"573";"596";"1";"1";"-"
"Paraíba do Sul (RJ)";"25 anos";"641";"318";"323";"239";"120";"119";"142";"73";"69";"-";"-";"-";"260";"125";"135";"-";"-";"-"
"Paraíba do Sul (RJ)";"26 anos";"568";"261";"307";"204";"88";"116";"129";"58";"71";"1";"-";"1";"234";"115";"119";"-";"-";"-"
"Paraíba do Sul (RJ)";"27 anos";"545";"291";"254";"190";"94";"96";"129";"72";"57";"-";"-";"-";"226";"125";"101";"-";"-";"-"
"Paraíba do Sul (RJ)";"28 anos";"549";"276";"273";"198";"100";"98";"129";"68";"61";"2";"1";"1";"220";"107";"113";"-";"-";"-"
"Paraíba do Sul (RJ)";"29 anos";"557";"246";"311";"204";"90";"114";"123";"54";"69";"-";"-";"-";"229";"101";"128";"1";"1";"-"
"Paraíba do Sul (RJ)";"30 a 34 anos";"2737";"1265";"1472";"1015";"478";"537";"600";"271";"329";"3";"1";"2";"1118";"515";"603";"1";"-";"1"
"Paraíba do Sul (RJ)";"30 anos";"563";"262";"301";"211";"102";"109";"135";"63";"72";"-";"-";"-";"217";"97";"120";"-";"-";"-"
"Paraíba do Sul (RJ)";"31 anos";"500";"260";"240";"185";"95";"90";"111";"61";"50";"-";"-";"-";"204";"104";"100";"-";"-";"-"
"Paraíba do Sul (RJ)";"32 anos";"577";"255";"322";"211";"88";"123";"120";"50";"70";"2";"1";"1";"244";"116";"128";"-";"-";"-"
"Paraíba do Sul (RJ)";"33 anos";"550";"254";"296";"206";"102";"104";"118";"47";"71";"-";"-";"-";"226";"105";"121";"-";"-";"-"
"Paraíba do Sul (RJ)";"34 anos";"547";"234";"313";"202";"91";"111";"116";"50";"66";"1";"-";"1";"227";"93";"134";"1";"-";"1"
"Paraíba do Sul (RJ)";"35 a 39 anos";"2914";"1348";"1566";"1185";"556";"629";"583";"255";"328";"2";"1";"1";"1142";"535";"607";"2";"1";"1"
"Paraíba do Sul (RJ)";"35 anos";"614";"266";"348";"237";"100";"137";"106";"49";"57";"-";"-";"-";"271";"117";"154";"-";"-";"-"
"Paraíba do Sul (RJ)";"36 anos";"573";"262";"311";"227";"113";"114";"136";"54";"82";"-";"-";"-";"210";"95";"115";"-";"-";"-"
"Paraíba do Sul (RJ)";"37 anos";"512";"223";"289";"202";"85";"117";"110";"44";"66";"-";"-";"-";"198";"93";"105";"2";"1";"1"
"Paraíba do Sul (RJ)";"38 anos";"597";"284";"313";"245";"114";"131";"116";"59";"57";"-";"-";"-";"236";"111";"125";"-";"-";"-"
"Paraíba do Sul (RJ)";"39 anos";"618";"313";"305";"274";"144";"130";"115";"49";"66";"2";"1";"1";"227";"119";"108";"-";"-";"-"
"Paraíba do Sul (RJ)";"40 a 44 anos";"3146";"1489";"1657";"1286";"622";"664";"647";"295";"352";"5";"4";"1";"1206";"567";"639";"1";"-";"1"
"Paraíba do Sul (RJ)";"40 anos";"720";"320";"400";"297";"135";"162";"151";"57";"94";"-";"-";"-";"272";"128";"144";"-";"-";"-"
"Paraíba do Sul (RJ)";"41 anos";"604";"299";"305";"263";"138";"125";"117";"56";"61";"1";"-";"1";"221";"104";"117";"1";"-";"1"
"Paraíba do Sul (RJ)";"42 anos";"671";"328";"343";"263";"131";"132";"135";"68";"67";"1";"1";"-";"272";"128";"144";"-";"-";"-"
"Paraíba do Sul (RJ)";"43 anos";"628";"318";"310";"258";"131";"127";"136";"67";"69";"3";"3";"-";"231";"117";"114";"-";"-";"-"
"Paraíba do Sul (RJ)";"44 anos";"523";"224";"299";"205";"87";"118";"108";"47";"61";"-";"-";"-";"210";"90";"120";"-";"-";"-"
"Paraíba do Sul (RJ)";"45 a 49 anos";"2725";"1198";"1527";"1115";"471";"644";"569";"246";"323";"-";"-";"-";"1041";"481";"560";"-";"-";"-"
"Paraíba do Sul (RJ)";"45 anos";"632";"272";"360";"248";"104";"144";"132";"58";"74";"-";"-";"-";"252";"110";"142";"-";"-";"-"
"Paraíba do Sul (RJ)";"46 anos";"545";"231";"314";"220";"86";"134";"96";"37";"59";"-";"-";"-";"229";"108";"121";"-";"-";"-"
"Paraíba do Sul (RJ)";"47 anos";"478";"213";"265";"189";"76";"113";"111";"54";"57";"-";"-";"-";"178";"83";"95";"-";"-";"-"
"Paraíba do Sul (RJ)";"48 anos";"535";"241";"294";"228";"105";"123";"101";"42";"59";"-";"-";"-";"206";"94";"112";"-";"-";"-"
"Paraíba do Sul (RJ)";"49 anos";"535";"241";"294";"230";"100";"130";"129";"55";"74";"-";"-";"-";"176";"86";"90";"-";"-";"-"
"Paraíba do Sul (RJ)";"50 a 54 anos";"2896";"1352";"1544";"1231";"557";"674";"552";"270";"282";"2";"2";"-";"1111";"523";"588";"-";"-";"-"
"Paraíba do Sul (RJ)";"50 anos";"638";"308";"330";"273";"131";"142";"129";"64";"65";"1";"1";"-";"235";"112";"123";"-";"-";"-"
"Paraíba do Sul (RJ)";"51 anos";"565";"270";"295";"227";"104";"123";"104";"53";"51";"-";"-";"-";"234";"113";"121";"-";"-";"-"
"Paraíba do Sul (RJ)";"52 anos";"577";"271";"306";"226";"99";"127";"108";"56";"52";"1";"1";"-";"242";"115";"127";"-";"-";"-"
"Paraíba do Sul (RJ)";"53 anos";"543";"256";"287";"251";"113";"138";"111";"51";"60";"-";"-";"-";"181";"92";"89";"-";"-";"-"
"Paraíba do Sul (RJ)";"54 anos";"573";"247";"326";"254";"110";"144";"100";"46";"54";"-";"-";"-";"219";"91";"128";"-";"-";"-"
"Paraíba do Sul (RJ)";"55 a 59 anos";"2760";"1318";"1442";"1270";"615";"655";"503";"231";"272";"-";"-";"-";"986";"472";"514";"-";"-";"-"
"Paraíba do Sul (RJ)";"55 anos";"558";"250";"308";"272";"129";"143";"101";"40";"61";"-";"-";"-";"185";"81";"104";"-";"-";"-"
"Paraíba do Sul (RJ)";"56 anos";"579";"278";"301";"262";"131";"131";"117";"53";"64";"-";"-";"-";"200";"94";"106";"-";"-";"-"
"Paraíba do Sul (RJ)";"57 anos";"556";"265";"291";"245";"118";"127";"101";"50";"51";"-";"-";"-";"210";"97";"113";"-";"-";"-"
"Paraíba do Sul (RJ)";"58 anos";"566";"270";"296";"250";"116";"134";"94";"45";"49";"-";"-";"-";"221";"109";"112";"-";"-";"-"
"Paraíba do Sul (RJ)";"59 anos";"501";"255";"246";"241";"121";"120";"90";"43";"47";"-";"-";"-";"170";"91";"79";"-";"-";"-"
"Paraíba do Sul (RJ)";"60 a 64 anos";"2590";"1178";"1412";"1245";"539";"706";"453";"215";"238";"2";"2";"-";"888";"421";"467";"1";"-";"1"
"Paraíba do Sul (RJ)";"60 anos";"611";"280";"331";"292";"131";"161";"118";"55";"63";"-";"-";"-";"201";"94";"107";"-";"-";"-"
"Paraíba do Sul (RJ)";"61 anos";"489";"201";"288";"254";"102";"152";"86";"41";"45";"-";"-";"-";"148";"57";"91";"-";"-";"-"
"Paraíba do Sul (RJ)";"62 anos";"513";"250";"263";"241";"114";"127";"84";"44";"40";"1";"1";"-";"187";"91";"96";"-";"-";"-"
"Paraíba do Sul (RJ)";"63 anos";"485";"229";"256";"231";"107";"124";"87";"38";"49";"-";"-";"-";"167";"84";"83";"-";"-";"-"
"Paraíba do Sul (RJ)";"64 anos";"492";"218";"274";"227";"85";"142";"78";"37";"41";"1";"1";"-";"185";"95";"90";"1";"-";"1"
"Paraíba do Sul (RJ)";"65 a 69 anos";"2034";"931";"1103";"1001";"452";"549";"343";"170";"173";"2";"1";"1";"688";"308";"380";"-";"-";"-"
"Paraíba do Sul (RJ)";"65 anos";"474";"229";"245";"249";"129";"120";"92";"44";"48";"-";"-";"-";"133";"56";"77";"-";"-";"-"
"Paraíba do Sul (RJ)";"66 anos";"439";"171";"268";"200";"75";"125";"79";"36";"43";"1";"-";"1";"159";"60";"99";"-";"-";"-"
"Paraíba do Sul (RJ)";"67 anos";"371";"177";"194";"184";"78";"106";"64";"31";"33";"-";"-";"-";"123";"68";"55";"-";"-";"-"
"Paraíba do Sul (RJ)";"68 anos";"415";"199";"216";"206";"96";"110";"64";"34";"30";"-";"-";"-";"145";"69";"76";"-";"-";"-"
"Paraíba do Sul (RJ)";"69 anos";"335";"155";"180";"162";"74";"88";"44";"25";"19";"1";"1";"-";"128";"55";"73";"-";"-";"-"
"Paraíba do Sul (RJ)";"70 a 74 anos";"1483";"647";"836";"753";"327";"426";"261";"115";"146";"1";"1";"-";"468";"204";"264";"-";"-";"-"
"Paraíba do Sul (RJ)";"70 anos";"340";"140";"200";"169";"70";"99";"63";"26";"37";"-";"-";"-";"108";"44";"64";"-";"-";"-"
"Paraíba do Sul (RJ)";"71 anos";"330";"147";"183";"179";"86";"93";"47";"19";"28";"1";"1";"-";"103";"41";"62";"-";"-";"-"
"Paraíba do Sul (RJ)";"72 anos";"291";"129";"162";"140";"61";"79";"56";"28";"28";"-";"-";"-";"95";"40";"55";"-";"-";"-"
"Paraíba do Sul (RJ)";"73 anos";"271";"122";"149";"144";"63";"81";"47";"21";"26";"-";"-";"-";"80";"38";"42";"-";"-";"-"
"Paraíba do Sul (RJ)";"74 anos";"251";"109";"142";"121";"47";"74";"48";"21";"27";"-";"-";"-";"82";"41";"41";"-";"-";"-"
"Paraíba do Sul (RJ)";"75 a 79 anos";"935";"366";"569";"493";"209";"284";"148";"51";"97";"-";"-";"-";"294";"106";"188";"-";"-";"-"
"Paraíba do Sul (RJ)";"75 anos";"223";"91";"132";"130";"51";"79";"32";"13";"19";"-";"-";"-";"61";"27";"34";"-";"-";"-"
"Paraíba do Sul (RJ)";"76 anos";"207";"71";"136";"98";"34";"64";"37";"11";"26";"-";"-";"-";"72";"26";"46";"-";"-";"-"
"Paraíba do Sul (RJ)";"77 anos";"188";"73";"115";"105";"45";"60";"25";"7";"18";"-";"-";"-";"58";"21";"37";"-";"-";"-"
"Paraíba do Sul (RJ)";"78 anos";"166";"75";"91";"83";"48";"35";"30";"11";"19";"-";"-";"-";"53";"16";"37";"-";"-";"-"
"Paraíba do Sul (RJ)";"79 anos";"151";"56";"95";"77";"31";"46";"24";"9";"15";"-";"-";"-";"50";"16";"34";"-";"-";"-"
"Paraíba do Sul (RJ)";"80 a 84 anos";"655";"270";"385";"374";"146";"228";"98";"45";"53";"-";"-";"-";"183";"79";"104";"-";"-";"-"
"Paraíba do Sul (RJ)";"80 anos";"164";"71";"93";"85";"35";"50";"28";"13";"15";"-";"-";"-";"51";"23";"28";"-";"-";"-"
"Paraíba do Sul (RJ)";"81 anos";"126";"58";"68";"79";"34";"45";"14";"9";"5";"-";"-";"-";"33";"15";"18";"-";"-";"-"
"Paraíba do Sul (RJ)";"82 anos";"146";"63";"83";"88";"37";"51";"22";"9";"13";"-";"-";"-";"36";"17";"19";"-";"-";"-"
"Paraíba do Sul (RJ)";"83 anos";"119";"48";"71";"67";"24";"43";"20";"8";"12";"-";"-";"-";"32";"16";"16";"-";"-";"-"
"Paraíba do Sul (RJ)";"84 anos";"100";"30";"70";"55";"16";"39";"14";"6";"8";"-";"-";"-";"31";"8";"23";"-";"-";"-"
"Paraíba do Sul (RJ)";"85 a 89 anos";"355";"129";"226";"209";"74";"135";"50";"19";"31";"-";"-";"-";"96";"36";"60";"-";"-";"-"
"Paraíba do Sul (RJ)";"85 anos";"82";"34";"48";"54";"21";"33";"8";"6";"2";"-";"-";"-";"20";"7";"13";"-";"-";"-"
"Paraíba do Sul (RJ)";"86 anos";"93";"34";"59";"43";"14";"29";"14";"6";"8";"-";"-";"-";"36";"14";"22";"-";"-";"-"
"Paraíba do Sul (RJ)";"87 anos";"66";"21";"45";"40";"13";"27";"10";"3";"7";"-";"-";"-";"16";"5";"11";"-";"-";"-"
"Paraíba do Sul (RJ)";"88 anos";"66";"24";"42";"41";"13";"28";"12";"4";"8";"-";"-";"-";"13";"7";"6";"-";"-";"-"
"Paraíba do Sul (RJ)";"89 anos";"48";"16";"32";"31";"13";"18";"6";"-";"6";"-";"-";"-";"11";"3";"8";"-";"-";"-"
"Paraíba do Sul (RJ)";"90 a 94 anos";"198";"60";"138";"115";"33";"82";"21";"8";"13";"1";"1";"-";"60";"17";"43";"1";"1";"-"
"Paraíba do Sul (RJ)";"90 anos";"60";"16";"44";"36";"8";"28";"8";"3";"5";"-";"-";"-";"16";"5";"11";"-";"-";"-"
"Paraíba do Sul (RJ)";"91 anos";"40";"16";"24";"26";"10";"16";"2";"1";"1";"-";"-";"-";"12";"5";"7";"-";"-";"-"
"Paraíba do Sul (RJ)";"92 anos";"32";"9";"23";"18";"6";"12";"4";"1";"3";"1";"1";"-";"9";"1";"8";"-";"-";"-"
"Paraíba do Sul (RJ)";"93 anos";"35";"8";"27";"18";"4";"14";"4";"1";"3";"-";"-";"-";"13";"3";"10";"-";"-";"-"
