"Tabela 9606 - População residente, por cor ou raça, segundo o sexo e a idade"
"Variável - População residente (Pessoas)"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Ano x Cor ou raça x Sexo"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"2022"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";;;"Branca";;;"Preta";;;"Amarela";;;"Parda";;;"Indígena"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"Rio de Janeiro";"53 anos";"147476";"67720";"79756";"59480";"26309";"33171";"24896";"11509";"13387";"193";"87";"106";"62730";"29739";"32991";"171";"72";"99"
"Rio de Janeiro";"54 anos";"141462";"64641";"76821";"57496";"25293";"32203";"23486";"10858";"12628";"186";"95";"91";"60121";"28327";"31794";"171";"66";"105"
"Rio de Janeiro";"55 a 59 anos";"734044";"332879";"401165";"311427";"137275";"174152";"118134";"53538";"64596";"931";"432";"499";"302716";"141279";"161437";"815";"344";"471"
"Rio de Janeiro";"55 anos";"148727";"68112";"80615";"61217";"27027";"34190";"24187";"11232";"12955";"174";"87";"87";"62994";"29707";"33287";"148";"55";"93"
"Rio de Janeiro";"56 anos";"148427";"67707";"80720";"62208";"27583";"34625";"24260";"11084";"13176";"217";"96";"121";"61582";"28868";"32714";"158";"76";"82"
"Rio de Janeiro";"57 anos";"145806";"66191";"79615";"62058";"27383";"34675";"23622";"10688";"12934";"181";"82";"99";"59760";"27953";"31807";"179";"80";"99"
"Rio de Janeiro";"58 anos";"150467";"67918";"82549";"64569";"28416";"36153";"23861";"10734";"13127";"190";"94";"96";"61675";"28610";"33065";"169";"63";"106"
"Rio de Janeiro";"59 anos";"140617";"62951";"77666";"61375";"26866";"34509";"22204";"9800";"12404";"169";"73";"96";"56705";"26141";"30564";"161";"70";"91"
"Rio de Janeiro";"60 a 64 anos";"672207";"297158";"375049";"294263";"126770";"167493";"106136";"46109";"60027";"788";"356";"432";"270212";"123597";"146615";"787";"318";"469"
"Rio de Janeiro";"60 anos";"152273";"68461";"83812";"65239";"28390";"36849";"24119";"10743";"13376";"192";"89";"103";"62541";"29166";"33375";"176";"70";"106"
"Rio de Janeiro";"61 anos";"129885";"57561";"72324";"57319";"24884";"32435";"20344";"8991";"11353";"138";"56";"82";"51949";"23573";"28376";"133";"56";"77"
"Rio de Janeiro";"62 anos";"139259";"61527";"77732";"60882";"26269";"34613";"22227";"9546";"12681";"140";"70";"70";"55851";"25569";"30282";"154";"71";"83"
"Rio de Janeiro";"63 anos";"128941";"56597";"72344";"56383";"24182";"32201";"20444";"8720";"11724";"161";"59";"102";"51779";"23566";"28213";"170";"70";"100"
"Rio de Janeiro";"64 anos";"121849";"53012";"68837";"54440";"23045";"31395";"19002";"8109";"10893";"157";"82";"75";"48092";"21723";"26369";"154";"51";"103"
"Rio de Janeiro";"65 a 69 anos";"554507";"235596";"318911";"254071";"105598";"148473";"86627";"35532";"51095";"750";"329";"421";"212316";"93859";"118457";"728";"275";"453"
"Rio de Janeiro";"65 anos";"131310";"56710";"74600";"58166";"24645";"33521";"20774";"8694";"12080";"163";"66";"97";"52032";"23238";"28794";"174";"67";"107"
"Rio de Janeiro";"66 anos";"113102";"48043";"65059";"51424";"21390";"30034";"17614";"7288";"10326";"148";"75";"73";"43774";"19248";"24526";"142";"42";"100"
"Rio de Janeiro";"67 anos";"108044";"45742";"62302";"49680";"20570";"29110";"17029";"6956";"10073";"141";"63";"78";"41030";"18086";"22944";"159";"65";"94"
"Rio de Janeiro";"68 anos";"106071";"44853";"61218";"49280";"20321";"28959";"16518";"6735";"9783";"157";"61";"96";"39973";"17685";"22288";"139";"50";"89"
"Rio de Janeiro";"69 anos";"95980";"40248";"55732";"45521";"18672";"26849";"14692";"5859";"8833";"141";"64";"77";"35507";"15602";"19905";"114";"51";"63"
"Rio de Janeiro";"70 a 74 anos";"411981";"169293";"242688";"204713";"82727";"121986";"60375";"23641";"36734";"794";"331";"463";"145551";"62408";"83143";"533";"180";"353"
"Rio de Janeiro";"70 anos";"100752";"42194";"58558";"47998";"19708";"28290";"15327";"6095";"9232";"190";"76";"114";"37104";"16263";"20841";"130";"51";"79"
"Rio de Janeiro";"71 anos";"83497";"34711";"48786";"41194";"16861";"24333";"12431";"4983";"7448";"153";"57";"96";"29600";"12768";"16832";"117";"41";"76"
"Rio de Janeiro";"72 anos";"86897";"35644";"51253";"42847";"17192";"25655";"12813";"5084";"7729";"169";"74";"95";"30962";"13258";"17704";"103";"35";"68"
"Rio de Janeiro";"73 anos";"73174";"29623";"43551";"37508";"15047";"22461";"10283";"3936";"6347";"143";"56";"87";"25132";"10551";"14581";"106";"31";"75"
"Rio de Janeiro";"74 anos";"67661";"27121";"40540";"35166";"13919";"21247";"9521";"3543";"5978";"139";"68";"71";"22753";"9568";"13185";"77";"22";"55"
"Rio de Janeiro";"75 a 79 anos";"260209";"100061";"160148";"140014";"53429";"86585";"34860";"12457";"22403";"508";"233";"275";"84456";"33830";"50626";"357";"108";"249"
"Rio de Janeiro";"75 anos";"64349";"25173";"39176";"33860";"13092";"20768";"8616";"3109";"5507";"134";"63";"71";"21663";"8886";"12777";"75";"23";"52"
"Rio de Janeiro";"76 anos";"56247";"21895";"34352";"29921";"11608";"18313";"7632";"2819";"4813";"101";"38";"63";"18508";"7403";"11105";"80";"26";"54"
"Rio de Janeiro";"77 anos";"49879";"19218";"30661";"27160";"10378";"16782";"6707";"2427";"4280";"89";"43";"46";"15851";"6351";"9500";"70";"18";"52"
"Rio de Janeiro";"78 anos";"47457";"18061";"29396";"25810";"9780";"16030";"6407";"2240";"4167";"107";"51";"56";"15055";"5967";"9088";"74";"22";"52"
"Rio de Janeiro";"79 anos";"42277";"15714";"26563";"23263";"8571";"14692";"5498";"1862";"3636";"77";"38";"39";"13379";"5223";"8156";"58";"19";"39"
"Rio de Janeiro";"80 a 84 anos";"170389";"60524";"109865";"97326";"34581";"62745";"21159";"6885";"14274";"384";"183";"201";"51284";"18799";"32485";"223";"72";"151"
"Rio de Janeiro";"80 anos";"42469";"15541";"26928";"23641";"8615";"15026";"5508";"1889";"3619";"94";"48";"46";"13176";"4978";"8198";"49";"10";"39"
"Rio de Janeiro";"81 anos";"34563";"12672";"21891";"19845";"7283";"12562";"4283";"1377";"2906";"84";"39";"45";"10302";"3958";"6344";"48";"15";"33"
"Rio de Janeiro";"82 anos";"35315";"12459";"22856";"19924";"7039";"12885";"4482";"1476";"3006";"78";"40";"38";"10782";"3884";"6898";"45";"20";"25"
"Rio de Janeiro";"83 anos";"30296";"10495";"19801";"17676";"6140";"11536";"3577";"1135";"2442";"79";"35";"44";"8919";"3170";"5749";"41";"13";"28"
"Rio de Janeiro";"84 anos";"27746";"9357";"18389";"16240";"5504";"10736";"3309";"1008";"2301";"49";"21";"28";"8105";"2809";"5296";"40";"14";"26"
"Rio de Janeiro";"85 a 89 anos";"96329";"30175";"66154";"58620";"18505";"40115";"11133";"3082";"8051";"204";"85";"119";"26254";"8472";"17782";"109";"29";"80"
"Rio de Janeiro";"85 anos";"24275";"8010";"16265";"14462";"4790";"9672";"2907";"852";"2055";"57";"26";"31";"6815";"2334";"4481";"33";"8";"25"
"Rio de Janeiro";"86 anos";"22878";"7313";"15565";"13744";"4470";"9274";"2642";"737";"1905";"52";"17";"35";"6412";"2081";"4331";"25";"6";"19"
"Rio de Janeiro";"87 anos";"19316";"6010";"13306";"11728";"3666";"8062";"2200";"598";"1602";"37";"18";"19";"5325";"1721";"3604";"25";"7";"18"
"Rio de Janeiro";"88 anos";"15925";"4867";"11058";"9975";"3086";"6889";"1750";"474";"1276";"37";"20";"17";"4143";"1281";"2862";"19";"6";"13"
"Rio de Janeiro";"89 anos";"13935";"3975";"9960";"8711";"2493";"6218";"1634";"421";"1213";"21";"4";"17";"3559";"1055";"2504";"7";"2";"5"
"Rio de Janeiro";"90 a 94 anos";"44001";"11657";"32344";"28133";"7346";"20787";"4760";"1152";"3608";"76";"30";"46";"10963";"3116";"7847";"68";"13";"55"
"Rio de Janeiro";"90 anos";"12597";"3590";"9007";"7742";"2202";"5540";"1480";"372";"1108";"29";"8";"21";"3325";"1005";"2320";"21";"3";"18"
"Rio de Janeiro";"91 anos";"10088";"2735";"7353";"6601";"1740";"4861";"992";"261";"731";"17";"11";"6";"2466";"721";"1745";"12";"2";"10"
"Rio de Janeiro";"92 anos";"9132";"2306";"6826";"5778";"1426";"4352";"994";"224";"770";"13";"5";"8";"2334";"650";"1684";"13";"1";"12"
"Rio de Janeiro";"93 anos";"6775";"1702";"5073";"4430";"1114";"3316";"731";"168";"563";"7";"3";"4";"1595";"413";"1182";"11";"4";"7"
"Rio de Janeiro";"94 anos";"5409";"1324";"4085";"3582";"864";"2718";"563";"127";"436";"10";"3";"7";"1243";"327";"916";"11";"3";"8"
"Rio de Janeiro";"95 a 99 anos";"12075";"2639";"9436";"7932";"1675";"6257";"1365";"291";"1074";"16";"6";"10";"2748";"662";"2086";"13";"4";"9"
"Rio de Janeiro";"95 anos";"4036";"929";"3107";"2697";"596";"2101";"415";"92";"323";"3";"1";"2";"918";"239";"679";"3";"1";"2"
"Rio de Janeiro";"96 anos";"3089";"706";"2383";"2052";"458";"1594";"351";"78";"273";"3";"1";"2";"679";"167";"512";"3";"1";"2"
"Rio de Janeiro";"97 anos";"2155";"463";"1692";"1406";"292";"1114";"249";"56";"193";"3";"2";"1";"495";"112";"383";"2";"1";"1"
"Rio de Janeiro";"98 anos";"1689";"323";"1366";"1094";"207";"887";"208";"34";"174";"4";"1";"3";"382";"81";"301";"1";"-";"1"
"Rio de Janeiro";"99 anos";"1106";"218";"888";"683";"122";"561";"142";"31";"111";"3";"1";"2";"274";"63";"211";"4";"1";"3"
"Rio de Janeiro";"100 anos ou mais";"2029";"337";"1692";"1267";"199";"1068";"279";"41";"238";"1";"-";"1";"479";"97";"382";"2";"-";"2"
"Araruama/RJ";"Total";"157591";"74880";"82711";"63002";"29095";"33907";"24294";"11900";"12394";"110";"55";"55";"69989";"33747";"36242";"196";"83";"113"
"Araruama/RJ";"0 a 4 anos";"8785";"4395";"4390";"3589";"1790";"1799";"1045";"500";"545";"2";"1";"1";"4143";"2102";"2041";"6";"2";"4"
"Araruama/RJ";"Menos de 1 ano";"1565";"776";"789";"710";"360";"350";"159";"85";"74";"-";"-";"-";"695";"331";"364";"1";"-";"1"
"Araruama/RJ";"Menos de 1 mês";"105";"48";"57";"49";"22";"27";"5";"3";"2";"-";"-";"-";"51";"23";"28";"-";"-";"-"
"Araruama/RJ";"1 mês";"123";"60";"63";"55";"26";"29";"9";"4";"5";"-";"-";"-";"59";"30";"29";"-";"-";"-"
"Araruama/RJ";"2 meses";"140";"56";"84";"62";"29";"33";"10";"5";"5";"-";"-";"-";"68";"22";"46";"-";"-";"-"
"Araruama/RJ";"3 meses";"121";"53";"68";"52";"21";"31";"21";"9";"12";"-";"-";"-";"47";"23";"24";"1";"-";"1"
"Araruama/RJ";"4 meses";"138";"69";"69";"75";"39";"36";"10";"5";"5";"-";"-";"-";"53";"25";"28";"-";"-";"-"
"Araruama/RJ";"5 meses";"138";"77";"61";"68";"38";"30";"10";"6";"4";"-";"-";"-";"60";"33";"27";"-";"-";"-"
"Araruama/RJ";"6 meses";"140";"66";"74";"69";"34";"35";"13";"7";"6";"-";"-";"-";"58";"25";"33";"-";"-";"-"
"Araruama/RJ";"7 meses";"140";"61";"79";"57";"23";"34";"16";"12";"4";"-";"-";"-";"67";"26";"41";"-";"-";"-"
"Araruama/RJ";"8 meses";"141";"82";"59";"62";"39";"23";"14";"7";"7";"-";"-";"-";"65";"36";"29";"-";"-";"-"
"Araruama/RJ";"9 meses";"130";"75";"55";"56";"36";"20";"16";"7";"9";"-";"-";"-";"58";"32";"26";"-";"-";"-"
"Araruama/RJ";"10 meses";"122";"63";"59";"59";"33";"26";"16";"9";"7";"-";"-";"-";"47";"21";"26";"-";"-";"-"
"Araruama/RJ";"11 meses";"127";"66";"61";"46";"20";"26";"19";"11";"8";"-";"-";"-";"62";"35";"27";"-";"-";"-"
"Araruama/RJ";"1 ano";"1563";"818";"745";"634";"328";"306";"195";"98";"97";"-";"-";"-";"732";"390";"342";"2";"2";"-"
"Araruama/RJ";"2 anos";"1789";"875";"914";"744";"353";"391";"193";"87";"106";"1";"1";"-";"851";"434";"417";"-";"-";"-"
"Araruama/RJ";"3 anos";"1856";"894";"962";"728";"356";"372";"242";"103";"139";"1";"-";"1";"884";"435";"449";"1";"-";"1"
"Araruama/RJ";"4 anos";"2012";"1032";"980";"773";"393";"380";"256";"127";"129";"-";"-";"-";"981";"512";"469";"2";"-";"2"
"Araruama/RJ";"5 a 9 anos";"10209";"5234";"4975";"3730";"1928";"1802";"1318";"674";"644";"4";"2";"2";"5150";"2627";"2523";"7";"3";"4"
"Araruama/RJ";"5 anos";"1864";"924";"940";"700";"359";"341";"255";"127";"128";"-";"-";"-";"908";"438";"470";"1";"-";"1"
"Araruama/RJ";"6 anos";"2111";"1103";"1008";"776";"420";"356";"264";"133";"131";"1";"-";"1";"1069";"549";"520";"1";"1";"-"
"Araruama/RJ";"7 anos";"2127";"1077";"1050";"752";"364";"388";"269";"144";"125";"1";"1";"-";"1103";"566";"537";"2";"2";"-"
"Araruama/RJ";"8 anos";"2045";"1051";"994";"739";"367";"372";"276";"137";"139";"1";"-";"1";"1029";"547";"482";"-";"-";"-"
"Araruama/RJ";"9 anos";"2062";"1079";"983";"763";"418";"345";"254";"133";"121";"1";"1";"-";"1041";"527";"514";"3";"-";"3"
"Araruama/RJ";"10 a 14 anos";"9850";"5106";"4744";"3607";"1883";"1724";"1279";"691";"588";"6";"1";"5";"4952";"2530";"2422";"6";"1";"5"
"Araruama/RJ";"10 anos";"1964";"1007";"957";"742";"382";"360";"270";"143";"127";"-";"-";"-";"951";"482";"469";"1";"-";"1"
"Araruama/RJ";"11 anos";"1893";"978";"915";"719";"387";"332";"236";"117";"119";"1";"-";"1";"937";"474";"463";"-";"-";"-"
"Araruama/RJ";"12 anos";"2092";"1106";"986";"768";"418";"350";"278";"151";"127";"1";"-";"1";"1043";"537";"506";"2";"-";"2"
"Araruama/RJ";"13 anos";"1983";"994";"989";"709";"339";"370";"237";"123";"114";"-";"-";"-";"1036";"531";"505";"1";"1";"-"
"Araruama/RJ";"14 anos";"1918";"1021";"897";"669";"357";"312";"258";"157";"101";"4";"1";"3";"985";"506";"479";"2";"-";"2"
"Araruama/RJ";"15 a 19 anos";"10368";"5356";"5012";"3759";"1877";"1882";"1604";"833";"771";"5";"1";"4";"4994";"2640";"2354";"6";"5";"1"
"Araruama/RJ";"15 anos";"2072";"1102";"970";"742";"379";"363";"304";"154";"150";"-";"-";"-";"1024";"567";"457";"2";"2";"-"
"Araruama/RJ";"16 anos";"2067";"1101";"966";"748";"385";"363";"326";"176";"150";"2";"1";"1";"990";"538";"452";"1";"1";"-"
"Araruama/RJ";"17 anos";"2077";"1079";"998";"749";"392";"357";"306";"165";"141";"1";"-";"1";"1021";"522";"499";"-";"-";"-"
"Araruama/RJ";"18 anos";"2166";"1085";"1081";"804";"380";"424";"350";"188";"162";"-";"-";"-";"1010";"516";"494";"2";"1";"1"
"Araruama/RJ";"19 anos";"1986";"989";"997";"716";"341";"375";"318";"150";"168";"2";"-";"2";"949";"497";"452";"1";"1";"-"
"Araruama/RJ";"20 a 24 anos";"10307";"5118";"5189";"3666";"1836";"1830";"1875";"959";"916";"11";"7";"4";"4750";"2315";"2435";"5";"1";"4"
"Araruama/RJ";"20 anos";"1964";"979";"985";"672";"317";"355";"361";"190";"171";"4";"4";"-";"926";"468";"458";"1";"-";"1"
"Araruama/RJ";"21 anos";"2000";"1014";"986";"730";"378";"352";"365";"193";"172";"1";"-";"1";"903";"443";"460";"1";"-";"1"
"Araruama/RJ";"22 anos";"2283";"1147";"1136";"806";"424";"382";"407";"212";"195";"3";"1";"2";"1066";"510";"556";"1";"-";"1"
"Araruama/RJ";"23 anos";"2072";"1010";"1062";"734";"366";"368";"373";"169";"204";"1";"1";"-";"963";"474";"489";"1";"-";"1"
"Araruama/RJ";"24 anos";"1988";"968";"1020";"724";"351";"373";"369";"195";"174";"2";"1";"1";"892";"420";"472";"1";"1";"-"
"Araruama/RJ";"25 a 29 anos";"9690";"4656";"5034";"3435";"1662";"1773";"1889";"930";"959";"6";"4";"2";"4350";"2055";"2295";"10";"5";"5"
"Araruama/RJ";"25 anos";"2056";"991";"1065";"723";"343";"380";"391";"186";"205";"-";"-";"-";"941";"462";"479";"1";"-";"1"
"Araruama/RJ";"26 anos";"1918";"928";"990";"668";"317";"351";"355";"168";"187";"1";"1";"-";"891";"440";"451";"3";"2";"1"
"Araruama/RJ";"27 anos";"2008";"953";"1055";"720";"354";"366";"405";"200";"205";"2";"1";"1";"878";"397";"481";"3";"1";"2"
"Araruama/RJ";"28 anos";"1919";"913";"1006";"674";"324";"350";"378";"183";"195";"2";"1";"1";"863";"404";"459";"2";"1";"1"
"Araruama/RJ";"29 anos";"1789";"871";"918";"650";"324";"326";"360";"193";"167";"1";"1";"-";"777";"352";"425";"1";"1";"-"
"Araruama/RJ";"30 a 34 anos";"9809";"4585";"5224";"3606";"1664";"1942";"1762";"860";"902";"7";"2";"5";"4427";"2057";"2370";"7";"2";"5"
"Araruama/RJ";"30 anos";"2130";"1026";"1104";"768";"376";"392";"392";"197";"195";"1";"-";"1";"967";"452";"515";"2";"1";"1"
"Araruama/RJ";"31 anos";"1740";"814";"926";"634";"302";"332";"327";"163";"164";"1";"-";"1";"778";"349";"429";"-";"-";"-"
"Araruama/RJ";"32 anos";"2008";"934";"1074";"757";"340";"417";"325";"157";"168";"1";"-";"1";"924";"437";"487";"1";"-";"1"
"Araruama/RJ";"33 anos";"1988";"952";"1036";"725";"334";"391";"358";"179";"179";"1";"1";"-";"903";"438";"465";"1";"-";"1"
"Araruama/RJ";"34 anos";"1943";"859";"1084";"722";"312";"410";"360";"164";"196";"3";"1";"2";"855";"381";"474";"3";"1";"2"
"Araruama/RJ";"35 a 39 anos";"10783";"4935";"5848";"3945";"1734";"2211";"1875";"909";"966";"7";"4";"3";"4940";"2280";"2660";"16";"8";"8"
"Araruama/RJ";"35 anos";"2111";"981";"1130";"740";"337";"403";"349";"155";"194";"-";"-";"-";"1019";"488";"531";"3";"1";"2"
"Araruama/RJ";"36 anos";"2250";"1006";"1244";"845";"368";"477";"401";"186";"215";"-";"-";"-";"1001";"450";"551";"3";"2";"1"
"Araruama/RJ";"37 anos";"2067";"960";"1107";"727";"331";"396";"371";"191";"180";"1";"1";"-";"964";"435";"529";"4";"2";"2"
"Araruama/RJ";"38 anos";"2177";"978";"1199";"800";"334";"466";"400";"199";"201";"4";"2";"2";"969";"441";"528";"4";"2";"2"
"Araruama/RJ";"39 anos";"2178";"1010";"1168";"833";"364";"469";"354";"178";"176";"2";"1";"1";"987";"466";"521";"2";"1";"1"
"Araruama/RJ";"40 a 44 anos";"12059";"5560";"6499";"4532";"2023";"2509";"2072";"982";"1090";"12";"4";"8";"5426";"2541";"2885";"17";"10";"7"
"Araruama/RJ";"40 anos";"2709";"1237";"1472";"1010";"439";"571";"459";"227";"232";"3";"1";"2";"1236";"570";"666";"1";"-";"1"
"Araruama/RJ";"41 anos";"2305";"1045";"1260";"893";"380";"513";"397";"191";"206";"1";"-";"1";"1009";"472";"537";"5";"2";"3"
"Araruama/RJ";"42 anos";"2619";"1225";"1394";"954";"440";"514";"435";"209";"226";"3";"2";"1";"1223";"572";"651";"4";"2";"2"
"Araruama/RJ";"43 anos";"2236";"1036";"1200";"850";"395";"455";"398";"179";"219";"1";"1";"-";"983";"457";"526";"4";"4";"-"
"Araruama/RJ";"44 anos";"2190";"1017";"1173";"825";"369";"456";"383";"176";"207";"4";"-";"4";"975";"470";"505";"3";"2";"1"
"Araruama/RJ";"45 a 49 anos";"10731";"5038";"5693";"4034";"1828";"2206";"1759";"843";"916";"9";"3";"6";"4912";"2359";"2553";"17";"5";"12"
"Araruama/RJ";"45 anos";"2328";"1099";"1229";"859";"387";"472";"407";"195";"212";"1";"1";"-";"1058";"515";"543";"3";"1";"2"
"Araruama/RJ";"46 anos";"2105";"1001";"1104";"787";"356";"431";"327";"172";"155";"2";"1";"1";"984";"471";"513";"5";"1";"4"
"Araruama/RJ";"47 anos";"2088";"970";"1118";"790";"362";"428";"339";"152";"187";"2";"-";"2";"955";"455";"500";"2";"1";"1"
"Araruama/RJ";"48 anos";"2080";"991";"1089";"791";"351";"440";"334";"163";"171";"3";"1";"2";"950";"475";"475";"2";"1";"1"
"Araruama/RJ";"49 anos";"2130";"977";"1153";"807";"372";"435";"352";"161";"191";"1";"-";"1";"965";"443";"522";"5";"1";"4"
"Araruama/RJ";"50 a 54 anos";"10732";"4975";"5757";"4207";"1841";"2366";"1736";"865";"871";"2";"2";"-";"4767";"2260";"2507";"20";"7";"13"
"Araruama/RJ";"50 anos";"2393";"1152";"1241";"904";"400";"504";"394";"221";"173";"-";"-";"-";"1088";"528";"560";"7";"3";"4"
"Araruama/RJ";"51 anos";"2064";"953";"1111";"803";"351";"452";"332";"155";"177";"-";"-";"-";"923";"446";"477";"6";"1";"5"
"Araruama/RJ";"52 anos";"2233";"1030";"1203";"889";"390";"499";"357";"182";"175";"-";"-";"-";"985";"457";"528";"2";"1";"1"
"Araruama/RJ";"53 anos";"2008";"887";"1121";"793";"334";"459";"318";"150";"168";"1";"1";"-";"893";"401";"492";"3";"1";"2"
"Araruama/RJ";"54 anos";"2034";"953";"1081";"818";"366";"452";"335";"157";"178";"1";"1";"-";"878";"428";"450";"2";"1";"1"
"Araruama/RJ";"55 a 59 anos";"10354";"4788";"5566";"4407";"1950";"2457";"1553";"752";"801";"5";"2";"3";"4370";"2074";"2296";"19";"10";"9"
"Araruama/RJ";"55 anos";"2003";"919";"1084";"832";"357";"475";"304";"147";"157";"2";"-";"2";"863";"414";"449";"2";"1";"1"
"Araruama/RJ";"56 anos";"2079";"937";"1142";"886";"373";"513";"317";"146";"171";"-";"-";"-";"872";"416";"456";"4";"2";"2"
"Araruama/RJ";"57 anos";"2129";"961";"1168";"903";"383";"520";"312";"150";"162";"-";"-";"-";"911";"427";"484";"3";"1";"2"
"Araruama/RJ";"58 anos";"2146";"1020";"1126";"884";"425";"459";"333";"171";"162";"2";"2";"-";"923";"421";"502";"4";"1";"3"
"Araruama/RJ";"59 anos";"1997";"951";"1046";"902";"412";"490";"287";"138";"149";"1";"-";"1";"801";"396";"405";"6";"5";"1"
"Araruama/RJ";"60 a 64 anos";"10103";"4676";"5427";"4472";"2006";"2466";"1464";"671";"793";"8";"5";"3";"4140";"1985";"2155";"19";"9";"10"
"Araruama/RJ";"60 anos";"2255";"1089";"1166";"956";"453";"503";"362";"170";"192";"2";"1";"1";"932";"463";"469";"3";"2";"1"
"Araruama/RJ";"61 anos";"1975";"936";"1039";"860";"377";"483";"270";"132";"138";"-";"-";"-";"843";"426";"417";"2";"1";"1"
"Araruama/RJ";"62 anos";"2025";"901";"1124";"892";"393";"499";"300";"137";"163";"2";"2";"-";"826";"367";"459";"5";"2";"3"
"Araruama/RJ";"63 anos";"1927";"854";"1073";"879";"387";"492";"264";"106";"158";"2";"1";"1";"775";"356";"419";"7";"4";"3"
"Araruama/RJ";"64 anos";"1921";"896";"1025";"885";"396";"489";"268";"126";"142";"2";"1";"1";"764";"373";"391";"2";"-";"2"
"Araruama/RJ";"65 a 69 anos";"8531";"3898";"4633";"4087";"1773";"2314";"1126";"541";"585";"8";"4";"4";"3296";"1576";"1720";"14";"4";"10"
"Araruama/RJ";"65 anos";"2001";"919";"1082";"900";"400";"500";"283";"128";"155";"1";"-";"1";"812";"389";"423";"5";"2";"3"
"Araruama/RJ";"66 anos";"1707";"769";"938";"832";"356";"476";"217";"95";"122";"2";"1";"1";"656";"317";"339";"-";"-";"-"
"Araruama/RJ";"67 anos";"1621";"743";"878";"786";"338";"448";"193";"101";"92";"3";"2";"1";"638";"301";"337";"1";"1";"-"
